id,transaction_id,category_id,amount,percentage,belief_tag,chart_of_account_id,inserted_at,description,user_id
9f6ac582-b236-42af-b274-87c6e8182de0,dda6d19c-f83f-477a-8784-7c25231c7d32,,254.25,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:48.246259+00,,d293575a-98b3-4287-b308-01a4f6299080
a031d2ba-faaf-4b0b-9973-ad63e415f0b9,9605e119-f194-4076-b0d0-ac80121612c6,,3.25,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:42.961757+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
a0f49911-c365-4d9c-8820-b10fc0a7ba89,11158e80-8e71-45d1-9fde-291ea0906866,,31.95,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:56.698374+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
a1cae875-9551-43ea-9b4a-0b8254c34ad1,00bdc499-82ae-4644-96e0-da8aa53445d5,,1.02,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:05.136581+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
a22be68e-65f4-4a0b-a78d-c001e848bcb0,9c04ee45-05a5-4a36-8d8b-c1d4e3ec3c8d,,39.55,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:37.667047+00,,d293575a-98b3-4287-b308-01a4f6299080
a31910a2-1045-48aa-9d11-14c98cbe7465,241b15bf-df2c-46ec-9651-f555cb8a95e2,,18.30,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:52.838616+00,,d293575a-98b3-4287-b308-01a4f6299080
a38e2017-7cc2-4421-92b2-86e28b9f4def,94d632a1-9c52-4ec8-ba36-74154e46d7bd,,13.22,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:15.740868+00,,d293575a-98b3-4287-b308-01a4f6299080
a40d5acf-d96a-4759-9901-8bf0795b94bf,41c08fec-a32a-4d54-8af0-5d3b2cc40ab3,,0.37,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:36.643096+00,,d293575a-98b3-4287-b308-01a4f6299080
a5e8fcd3-e7d8-47c9-a30d-ed33158d85eb,9add693a-87e3-4a53-9538-f8619638ac07,,2.25,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:22.119604+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
a6d66042-e6d1-4d52-8724-bedea51c0f58,310fe715-0057-4c4b-810c-f7f0190d1047,,11.46,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:00.984877+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
a7d274ae-97bb-4b99-bd0b-30caa9c494c9,296361d6-b68d-4a68-8f84-82e019a17af0,,10.96,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:38.712163+00,,d293575a-98b3-4287-b308-01a4f6299080
a81d4acc-a681-45db-b14f-796071907ff5,cb062f92-8048-4b53-a756-1af54e16ba35,,10.10,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:08.422351+00,,d293575a-98b3-4287-b308-01a4f6299080
a916cce3-0b3d-4687-8cb3-0ece91b351a6,2073a85a-a675-45ea-a9e3-54994fb9954c,,7.46,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:40.579713+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
a91e7836-350c-4c4a-a9fa-1280a3ac22bd,94d632a1-9c52-4ec8-ba36-74154e46d7bd,,22.03,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:15.888561+00,,d293575a-98b3-4287-b308-01a4f6299080
a951ada5-3b0f-45d6-bace-61b1a79dce1d,a3eb71e5-780e-4cdc-91e4-b59a4ab32918,,45.62,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:17.046283+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
a957848f-a436-43e1-9169-b3be48c9e6e9,4d9a2485-ab6a-4121-99e9-30056ff0fec3,,3.25,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:41.561365+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
aae9a7cf-a8ea-4abf-a6fc-b4446a6c3c45,531ca2e6-7f71-4648-81bb-e60206aa98ba,,271.20,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:14.164635+00,,d293575a-98b3-4287-b308-01a4f6299080
ab20bd4b-7e39-4a6e-8a35-377373ad118a,296361d6-b68d-4a68-8f84-82e019a17af0,,10.96,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:38.565516+00,,d293575a-98b3-4287-b308-01a4f6299080
ab69938e-d3eb-426f-85d8-8418f2a13397,bd7267cb-f33f-4f7c-a785-9bc1894204e1,,43.39,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:13.54337+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
aba75028-56b9-4d68-89ee-c9b6993c4056,ac767160-3dfe-4d1e-b466-419af4acd07f,,1.58,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:22.60074+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
ac26a79d-93a0-4f41-8162-42d0dc5f7918,d14e9730-8951-4067-a8e0-590aa812e764,,24.99,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:26.817489+00,,d293575a-98b3-4287-b308-01a4f6299080
ac55b424-07ad-4e09-bf47-d78aa688a8b9,d6d73dbf-279f-4b0c-80c5-6c10699d0820,,12.43,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:34.954528+00,,d293575a-98b3-4287-b308-01a4f6299080
acc369cd-07f8-4dfc-a343-033705a825fc,d6d73dbf-279f-4b0c-80c5-6c10699d0820,,2.49,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:35.131266+00,,d293575a-98b3-4287-b308-01a4f6299080
acdfd311-ca88-42c2-bc20-de543c678c05,4764b166-7ae9-4719-a41f-585ffc97db64,,181.39,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:24.188367+00,,d293575a-98b3-4287-b308-01a4f6299080
addec082-16bf-4ade-82de-cbf44b15809e,722d051d-62e6-4965-8474-68f1be2eb019,,7.45,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:11.034136+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
ae2f6570-9e14-4f5d-9f27-7ab14c9fa7b2,d7743e0c-6a6b-48ca-9294-e55a8a7456c4,,22.60,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:20.833847+00,,d293575a-98b3-4287-b308-01a4f6299080
ae8f27fc-830e-4e6f-a432-77710fd8c28f,531ca2e6-7f71-4648-81bb-e60206aa98ba,,54.24,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:14.331193+00,,d293575a-98b3-4287-b308-01a4f6299080
b0539998-e813-4867-ab51-0164da020e69,7760a619-8bef-4df4-8e15-6a4cd0244617,,21.60,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:31.787174+00,,d293575a-98b3-4287-b308-01a4f6299080
b058a8ae-a2ea-4822-b966-33c93b297a64,033764d2-b5fb-4778-9961-8d60021a86eb,,88.78,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:37.765908+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
b264ea8c-f711-4325-8520-c384dbd7625f,db2dc2c9-43d9-4e0d-95e7-5ec48e8d9596,,37.35,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:23.195469+00,,d293575a-98b3-4287-b308-01a4f6299080
b3facb35-a155-4abd-a696-0d770bcd7b79,241b15bf-df2c-46ec-9651-f555cb8a95e2,,30.50,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:52.969121+00,,d293575a-98b3-4287-b308-01a4f6299080
b4ad6fb0-f907-403e-9b8f-a62bfeb357ea,15b200ee-8c99-4f48-a15d-a3d046e73f87,,138.29,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:19.064588+00,,d293575a-98b3-4287-b308-01a4f6299080
b5759932-2588-4a0f-8d0c-1a166d7cdccb,310fe715-0057-4c4b-810c-f7f0190d1047,,45.86,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:00.838351+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
b5bffc23-4db5-47f7-a78b-de6d98de5f8b,b99331ba-20f9-41c2-87e3-b3de6efd80e6,,39.48,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:39.415459+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
b5ff34c9-04ee-4a24-88d8-1ecdeca2f271,296361d6-b68d-4a68-8f84-82e019a17af0,,54.81,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:38.419034+00,,d293575a-98b3-4287-b308-01a4f6299080
b8dceda9-0fa6-421a-808f-86c459427dc1,e0e857da-0c83-48f6-86f9-9535c7a3d3d3,,2.11,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:31.561444+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
b9aad1f7-3c2f-4c6d-9315-f41f563f2e94,8e204a6d-9563-4fc3-ba3d-e32ba895a1d4,,39.48,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:39.944691+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ba77e69a-bb52-430a-9a98-1f3e0a9ecebe,77966ea7-7d07-43e5-81b6-75b058cb3cd3,,22.26,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:47.603527+00,,d293575a-98b3-4287-b308-01a4f6299080
bb05ee6b-a225-443b-b350-716452995ed1,46406285-f46e-4011-8fd5-e690bedb3139,,21.60,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:35.21742+00,,d293575a-98b3-4287-b308-01a4f6299080
bb38d39d-b6f5-495d-95d3-3539eeb333c2,b3f0d5bc-8bca-4213-87ff-47c22939ff8b,,7.46,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:27.88421+00,,d293575a-98b3-4287-b308-01a4f6299080
bbc12a7b-10d0-42fa-8ccb-ff7d78a3e0de,fb636b3b-6047-45fd-ad60-3da9a8963597,,55.72,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:02.12087+00,,d293575a-98b3-4287-b308-01a4f6299080
bbdaea00-3c70-4859-a5c9-61fabbaa5f84,df2e4162-adfc-4c6b-9ee5-022beaac87da,,12.79,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:36.972724+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
bdf72bb0-35ec-49bd-adc4-52a54a0d0225,bd7267cb-f33f-4f7c-a785-9bc1894204e1,,10.85,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:13.680653+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
be236454-3bbd-4de4-8950-2ce5326b3ac8,51233184-79bd-4ca9-8521-b8c5f85c567b,,26.27,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:13.186936+00,,d293575a-98b3-4287-b308-01a4f6299080
be501baa-3049-4065-b684-a920a16427a6,b26dfeaf-82d0-4b9e-be1b-30fd2ea3faeb,,36.14,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:00.297487+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
be5c8d64-3340-4ae2-ada6-b2dc9ba2c9a2,9add693a-87e3-4a53-9538-f8619638ac07,,9.02,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:21.974706+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
be95ece4-34ad-48c6-bd09-dc42c8ad8e11,c1f51674-e062-46a0-9727-6ba0f775a744,,0.37,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:35.871213+00,,d293575a-98b3-4287-b308-01a4f6299080
bfecda9a-7326-4494-a90e-9590102ccbd5,705ae694-ac90-4f28-b679-05ddd7638974,,22.70,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:50.065972+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
c0eb444b-048c-42c2-bb39-c246089027e2,d6d73dbf-279f-4b0c-80c5-6c10699d0820,,2.49,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:35.26311+00,,d293575a-98b3-4287-b308-01a4f6299080
c15ef9cb-9886-4460-9f1d-27a26247afaf,5847e424-79a0-44a1-b333-ddf38d7d396f,,197.75,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:34.076226+00,,d293575a-98b3-4287-b308-01a4f6299080
c2338ec7-12e9-4ab2-967b-25f4ff885d07,41c08fec-a32a-4d54-8af0-5d3b2cc40ab3,,1.10,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:36.371476+00,,d293575a-98b3-4287-b308-01a4f6299080
c2bb22aa-c71c-47d0-97b6-177e7ac3f86e,8a82d828-7769-4f9c-ae4a-ddf012d833e8,,197.75,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:41.247378+00,,d293575a-98b3-4287-b308-01a4f6299080
c3ae1ecf-709f-44a2-a684-8e77a3eaafb9,e86a2512-c445-4271-87a6-44b382855a57,,2.26,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:22.795856+00,,d293575a-98b3-4287-b308-01a4f6299080
c4440b59-3a9d-4acc-85c7-4b8859f4f96b,a3eb71e5-780e-4cdc-91e4-b59a4ab32918,,11.41,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:17.181985+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
c5d53bf2-b5f1-409f-a6a0-6087b3c90bb4,cb062f92-8048-4b53-a756-1af54e16ba35,,10.10,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:08.291449+00,,d293575a-98b3-4287-b308-01a4f6299080
c6c4d089-f575-4d98-8c79-f5056af70ef4,cd75d9ae-91c8-45a6-8a49-78a101392681,,8.51,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:33.943515+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
c834c742-0041-4d89-b8a7-ca0a5aac251e,141674c2-69d5-427d-ae94-4b64dd278e00,,2.47,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:52.554753+00,,d293575a-98b3-4287-b308-01a4f6299080
c909084b-4fe9-4a36-bffb-46d110d32a02,56899479-c436-4a29-9896-2ab8f5b31625,,39.65,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-11-26 16:53:36.078007+00,household items,d293575a-98b3-4287-b308-01a4f6299080
c9537507-c420-4ae0-a89c-95e6f29e843b,d14e9730-8951-4067-a8e0-590aa812e764,,14.99,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:26.65927+00,,d293575a-98b3-4287-b308-01a4f6299080
cac04ae0-c631-4135-a90a-51c9ca22bd3f,df2e4162-adfc-4c6b-9ee5-022beaac87da,,51.16,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:36.851534+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
cb7487cb-b5f6-46e3-876b-b97dc0562a2a,12b99fa9-6b91-4528-9233-be1a2b748c20,,6.00,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:50.972216+00,,d293575a-98b3-4287-b308-01a4f6299080
cca3723a-a330-404a-99f6-dd123a88579e,47c25646-01d3-4297-a12e-d8a652efc8f5,,13.65,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:44.523742+00,,d293575a-98b3-4287-b308-01a4f6299080
cd011451-2a82-4c38-af48-95368dd2d319,250dab55-d7ad-4aea-a961-9b3e71c188d8,,22.58,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:07.018608+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
cd8ce9e8-bd76-43ef-88cd-5259bb4496d5,ff6eec9b-e4ec-4b78-abaa-9acc0d4695bd,,8.11,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:40.052873+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ce0f8560-5aa2-43e4-b772-38d4d8b1e1e2,c3a6cf8d-5450-464b-931d-011368354d17,,75.45,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:44.997061+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ce15672f-7433-4819-b74f-dc477ddd9396,cccdc5b7-9ea9-46f3-be20-dcf1a6dfe237,,15.15,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:38.46653+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
cfa7ec93-4088-4f44-94d4-8b4ecbba7e5c,428ed52e-6357-4e61-b92e-f883885516f5,,52.27,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:32.335673+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
cfc61997-88be-451a-98fb-62651e28cbd0,d7743e0c-6a6b-48ca-9294-e55a8a7456c4,,13.56,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:20.68159+00,,d293575a-98b3-4287-b308-01a4f6299080
d0006c13-fad3-4aa8-81c1-94cd4a70d63e,531ca2e6-7f71-4648-81bb-e60206aa98ba,,54.24,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:14.480688+00,,d293575a-98b3-4287-b308-01a4f6299080
d11abe58-c990-48fe-8b36-0760b3e9927e,32314e71-2564-41cf-a9dd-36c1621169a7,,3.79,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:39.059315+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
d19c878f-337b-483e-967f-43776bda86f6,8a82d828-7769-4f9c-ae4a-ddf012d833e8,,39.55,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:41.400555+00,,d293575a-98b3-4287-b308-01a4f6299080
d33ebb10-de72-43e1-b75d-97110dab2e52,ab5ed0b3-7f59-46af-b5fd-38f73014b930,,28.69,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:11.379637+00,,d293575a-98b3-4287-b308-01a4f6299080
d464faec-86bd-47a6-8bce-69bf73dc11b0,8886a26b-f61f-4c1a-ae92-5af107f4ea29,,5.41,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:08.918551+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
d470a3ad-b007-4323-9711-44337b71fd36,c1f51674-e062-46a0-9727-6ba0f775a744,,0.37,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:36.016415+00,,d293575a-98b3-4287-b308-01a4f6299080
d4ea46ec-6fb8-43b0-89d2-b39555d0425b,8eb88822-01ea-4493-8752-f276ff140e23,,28.85,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:59.63108+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
d5366506-9be8-4442-8009-b8fd2e088e43,a655396a-b1b0-48ed-96b3-353cc884d180,,24.58,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:37:31.672116+00,groceries,d293575a-98b3-4287-b308-01a4f6299080
d5745f92-5a25-497b-ad46-e5b34aa8bf71,6758d272-ad6a-4486-b01b-f9f31fc0d1a1,,8.99,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:59.185648+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
d5bf391f-40d2-4b3a-8ebd-0a6002855f01,6d2a3418-e7ed-4040-a42b-c06e2f878629,,16.10,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:11.213897+00,,d293575a-98b3-4287-b308-01a4f6299080
d5cca98e-9dad-42dd-b056-cf895e29e310,c82a7480-e5bc-4db7-aa00-0f60a3738eed,,3.37,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:45.629013+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
d7735205-e090-43bc-b5d4-49d73e077609,922330bb-fd9f-4457-aa3b-49c97349e289,,54.24,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:17.798756+00,,d293575a-98b3-4287-b308-01a4f6299080
d806d524-0af3-4d38-bd7d-b590d69b183c,c2263a95-9869-447c-8d5e-5859b5a0db85,,77.42,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 20:51:57.605364+00,household items,d293575a-98b3-4287-b308-01a4f6299080
d8176f91-f058-4c60-bfcf-1af290d485cf,cdb934d5-eabc-43f0-8fd4-3eb7866c481e,,14.89,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:13.232233+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
d86b8fc8-3b9d-4130-a06a-2b7a067a8063,4764b166-7ae9-4719-a41f-585ffc97db64,,36.28,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:24.328073+00,,d293575a-98b3-4287-b308-01a4f6299080
d8e40106-e5ea-4375-9fd9-3d5eeb95ab10,141674c2-69d5-427d-ae94-4b64dd278e00,,2.47,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:52.401361+00,,d293575a-98b3-4287-b308-01a4f6299080
d9920314-dbfc-4502-8821-f00197cbb0fc,cf9af6c6-b3c7-47dc-a403-7ca8d2dd33b5,,9.85,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:51.408356+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
db7aac8e-d2f6-4f6f-8ffd-03127a48d09f,f6327c86-be24-433e-ab91-6799934cd970,,20.66,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:43.928861+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
dbb5330f-db7d-44e3-a97f-bc7adc67c54e,b26dfeaf-82d0-4b9e-be1b-30fd2ea3faeb,,9.04,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:00.47958+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
dc8b5bd0-da58-4e31-a12f-c1fb2d03eeaa,23369795-0ffd-48aa-860a-65330ff46747,,12.47,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:32:24.168771+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
dc8d7364-a195-459b-9d1d-c90f30f99a43,a7b8e697-d967-4e0c-842e-9d2660110c77,,14.69,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:49.313435+00,,d293575a-98b3-4287-b308-01a4f6299080
dd064420-dfe8-4877-acfa-9c7ea8f85bb5,15b200ee-8c99-4f48-a15d-a3d046e73f87,,46.10,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:19.488119+00,,d293575a-98b3-4287-b308-01a4f6299080
dda44201-c987-43bf-90e1-ad00ffefe533,d1fbe1bb-628f-4fd2-8409-3903555915cb,,21.84,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:42.85786+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
dde9ac19-cec1-4f7c-a0a1-c3f3924d7307,404504e3-33a5-4eba-aaeb-08d6a6f178b8,,70.10,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:39.080451+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
dea5557c-577a-4370-9ebe-b93632120e30,53daa494-d56d-4436-905f-d96fc81f1e6c,,3.98,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:25.412654+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ded11f1e-e1ee-4134-887a-ecc3e743d9ba,12b99fa9-6b91-4528-9233-be1a2b748c20,,6.00,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:50.84272+00,,d293575a-98b3-4287-b308-01a4f6299080
dee044ae-af8d-4448-b68f-454f37b5e3ca,5cbf0c08-4448-4372-b660-1966900ab358,,7.45,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:01.598575+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
e0b9074f-5695-42e5-91c4-5fcaab62841f,ac767160-3dfe-4d1e-b466-419af4acd07f,,6.34,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:22.446492+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
e1a11178-97bb-4841-b2e4-21e7b2170709,08105421-0d16-4ae6-8f5d-2865c57b3adc,,22.60,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:55.994667+00,,d293575a-98b3-4287-b308-01a4f6299080
e21865fa-1548-4884-8921-23d120832cd1,31ca43e7-1bdf-4ccf-9b08-138bcc0968fa,,14.19,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:42.351127+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
e3246cd4-6b20-40f7-bd22-8fb73374458d,2dd56b9c-77fc-4c02-83c6-7c2a917e1b66,,0.00,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 20:32:23.499529+00,household items,d293575a-98b3-4287-b308-01a4f6299080
e328b119-d7ca-4f7b-bae2-6474b0b6d806,9605e119-f194-4076-b0d0-ac80121612c6,,13.02,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:42.821944+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
e432e6d3-5a3d-4586-a1e2-a356403d0629,428ed52e-6357-4e61-b92e-f883885516f5,,13.07,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:32.477572+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
e43fd6ae-b8dc-455a-8313-dd0ad63cc005,704bfeef-dfde-4bca-bd39-7916083fa7a7,,61.36,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:46.885644+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
